"","LSOA.CODE","PCD7","PCD8","OA11CD","LSOA11CD","LSOA11NM","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","LAD11NMW","PCDOASPLT","LA.CODE","LA.NAME","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived."
"84824","E01002913","SW100TH","SW10 0TH","E00014673","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84825","E01002913","SW100UJ","SW10 0UJ","E00014672","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84826","E01002913","SW100RT","SW10 0RT","E00175088","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84827","E01002913","SW100UA","SW10 0UA","E00175089","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84828","E01002913","SW100TB","SW10 0TB","E00014673","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84829","E01002913","SW100QZ","SW10 0QZ","E00014672","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84830","E01002913","SW100UN","SW10 0UN","E00014671","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84833","E01002913","SW100LA","SW10 0LA","E00014670","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84834","E01002913","SW100TQ","SW10 0TQ","E00014673","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84835","E01002913","SW100JP","SW10 0JP","E00014645","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84836","E01002913","SW100LF","SW10 0LF","E00014645","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84837","E01002913","SW100JL","SW10 0JL","E00014645","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84838","E01002913","SW100RS","SW10 0RS","E00175088","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84839","E01002913","SW100TN","SW10 0TN","E00014673","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84840","E01002913","SW100LD","SW10 0LD","E00014645","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84841","E01002913","SW100TP","SW10 0TP","E00175092","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84842","E01002913","SW100TG","SW10 0TG","E00014673","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84843","E01002913","SW100TF","SW10 0TF","E00014671","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84846","E01002913","SW100RR","SW10 0RR","E00175089","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84847","E01002913","SW100TD","SW10 0TD","E00014673","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84848","E01002913","SW100JW","SW10 0JW","E00014645","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84849","E01002913","SW100UB","SW10 0UB","E00175092","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84850","E01002913","SW100LE","SW10 0LE","E00014645","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"128253","E01004562","SW1X8XP","SW1X 8XP","E00022974","E01004562","Wandsworth 002B","E02000924","Wandsworth 002","E09000032","Wandsworth","",0,"00BJ","Wandsworth","H","London",28.57,8864
"131759","E01004665","SW1V3EP","SW1V 3EP","E00023543","E01004665","Westminster 024A","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",35.31,6108
"131760","E01004665","SW1V3DJ","SW1V 3DJ","E00023543","E01004665","Westminster 024A","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",35.31,6108
"131761","E01004665","SW1V3DH","SW1V 3DH","E00023543","E01004665","Westminster 024A","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",35.31,6108
"131762","E01004665","SW1V3AB","SW1V 3AB","E00023551","E01004665","Westminster 024A","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",35.31,6108
"131763","E01004665","SW1V3DQ","SW1V 3DQ","E00023543","E01004665","Westminster 024A","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",35.31,6108
"131765","E01004665","SW1V3DT","SW1V 3DT","E00023551","E01004665","Westminster 024A","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",35.31,6108
"131767","E01004665","SW1V3DR","SW1V 3DR","E00023554","E01004665","Westminster 024A","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",35.31,6108
"131768","E01004665","SW1V3AD","SW1V 3AD","E00023551","E01004665","Westminster 024A","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",35.31,6108
"131769","E01004665","SW1V3DG","SW1V 3DG","E00023543","E01004665","Westminster 024A","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",35.31,6108
"131776","E01004666","SW1W8LH","SW1W 8LH","E00023532","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131777","E01004666","SW1W8LP","SW1W 8LP","E00023561","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131778","E01004666","SW1W9SU","SW1W 9SU","E00023532","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131779","E01004666","SW1W9QL","SW1W 9QL","E00023558","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131780","E01004666","SW1W9ST","SW1W 9ST","E00023532","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131781","E01004666","SW1W8UN","SW1W 8UN","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131782","E01004666","SW1W8UG","SW1W 8UG","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131783","E01004666","SW1W8NA","SW1W 8NA","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131784","E01004666","SW1W9RP","SW1W 9RP","E00023557","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131785","E01004666","SW1W8JE","SW1W 8JE","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131786","E01004666","SW1W9JS","SW1W 9JS","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131787","E01004666","SW1W9JZ","SW1W 9JZ","E00023557","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131788","E01004666","SW1W9JU","SW1W 9JU","E00023557","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131789","E01004666","SW1W8HU","SW1W 8HU","E00023561","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131790","E01004666","SW1W8NE","SW1W 8NE","E00023561","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131791","E01004666","SW1W8UP","SW1W 8UP","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131792","E01004666","SW1W8PA","SW1W 8PA","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131793","E01004666","SW1W9JX","SW1W 9JX","E00023557","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131794","E01004666","SW1W8LL","SW1W 8LL","E00023561","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131795","E01004666","SW1W9QJ","SW1W 9QJ","E00023558","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131796","E01004666","SW1W8PD","SW1W 8PD","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131797","E01004666","SW1W8PE","SW1W 8PE","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",1,"00BK","City of Westminster","H","London",25.5,10391
"131798","E01004666","SW1W8LW","SW1W 8LW","E00023561","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131799","E01004666","SW1W9JT","SW1W 9JT","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131800","E01004666","SW1W9JY","SW1W 9JY","E00023557","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131801","E01004666","SW1W9QN","SW1W 9QN","E00023557","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131802","E01004666","SW1W8UR","SW1W 8UR","E00023560","E01004666","Westminster 023B","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.5,10391
"131803","E01004667","SW1W8PX","SW1W 8PX","E00023530","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131804","E01004667","SW1W8QX","SW1W 8QX","E00023530","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131805","E01004667","SW1W8SS","SW1W 8SS","E00023531","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131806","E01004667","SW1W8QF","SW1W 8QF","E00023534","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131807","E01004667","SW1W8QE","SW1W 8QE","E00023534","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131808","E01004667","SW1W8SR","SW1W 8SR","E00023531","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131809","E01004667","SW1W8PZ","SW1W 8PZ","E00023534","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131810","E01004667","SW1W8HX","SW1W 8HX","E00023559","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131811","E01004667","SW1W8RB","SW1W 8RB","E00023533","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131812","E01004667","SW1W8LT","SW1W 8LT","E00023562","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131813","E01004667","SW1W8SA","SW1W 8SA","E00023533","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131814","E01004667","SW1W8QB","SW1W 8QB","E00023534","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131815","E01004667","SW1W8RT","SW1W 8RT","E00023531","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131816","E01004667","SW1W8RY","SW1W 8RY","E00023533","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131817","E01004667","SW1W8SW","SW1W 8SW","E00023530","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131818","E01004667","SW1W8QA","SW1W 8QA","E00023534","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
"131819","E01004667","SW1W8SN","SW1W 8SN","E00023530","E01004667","Westminster 023C","E02000982","Westminster 023","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",24.16,11180
